,pct_cli,pct_ili,pct_cli_anosmia_ageusia,pct_hh_cli,pct_cmnty_cli,pct_hh_fever,pct_hh_sore_throat,pct_hh_cough,pct_hh_shortness_of_breath,pct_hh_difficulty_breathing,mean_hh_cli_ct,mean_cmnty_cli_ct,pct_self_fever,pct_self_cough,pct_self_shortness_of_breath,pct_self_difficulty_breathing,pct_self_tiredness_or_exhaustion,pct_self_nasal_congestion,pct_self_runny_nose,pct_self_muscle_joint_aches,pct_self_sore_throat,pct_self_persistent_pain_pressure_in_chest,pct_self_nausea_vomiting,pct_self_diarrhea,pct_self_anosmia_ageusia,pct_self_other,pct_self_none_of_above,pct_self_multiple_symptoms,pct_tested_and_positive,pct_tested_and_negative,pct_tested_no_result,pct_could_not_get_tested,pct_did_not_try_to_get_tested,pct_worked_outside_home,pct_avoid_contact_all_or_most_time,mean_outside_hh_contact_at_work_ct,mean_outside_hh_contact_shopping_ct,mean_outside_hh_contact_in_social_gatherings_ct,pct_contact_covid_positive,pct_diabetes,pct_cancer,pct_heart_disease,pct_high_blood_pressure,pct_asthma,pct_chronic_lung_disease,pct_kidney_disease,pct_autoimmune_disorder,pct_no_above_medical_conditions,pct_multiple_medical_conditions,pct_cli_weighted,pct_ili_weighted,pct_cli_anosmia_ageusia_weighted,pct_hh_cli_weighted,pct_cmnty_cli_weighted,pct_hh_fever_weighted,pct_hh_sore_throat_weighted,pct_hh_cough_weighted,pct_hh_shortness_of_breath_weighted,pct_hh_difficulty_breathing_weighted,mean_hh_cli_ct_weighted,mean_cmnty_cli_ct_weighted,pct_self_fever_weighted,pct_self_cough_weighted,pct_self_shortness_of_breath_weighted,pct_self_difficulty_breathing_weighted,pct_self_tiredness_or_exhaustion_weighted,pct_self_nasal_congestion_weighted,pct_self_runny_nose_weighted,pct_self_muscle_joint_aches_weighted,pct_self_sore_throat_weighted,pct_self_persistent_pain_pressure_in_chest_weighted,pct_self_nausea_vomiting_weighted,pct_self_diarrhea_weighted,pct_self_anosmia_ageusia_weighted,pct_self_other_weighted,pct_self_none_of_above_weighted,pct_self_multiple_symptoms_weighted,pct_tested_and_positive_weighted,pct_tested_and_negative_weighted,pct_tested_no_result_weighted,pct_could_not_get_tested_weighted,pct_did_not_try_to_get_tested_weighted,pct_worked_outside_home_weighted,pct_avoid_contact_all_or_most_time_weighted,mean_outside_hh_contact_at_work_ct_weighted,mean_outside_hh_contact_shopping_ct_weighted,mean_outside_hh_contact_in_social_gatherings_ct_weighted,pct_contact_covid_positive_weighted,pct_diabetes_weighted,pct_cancer_weighted,pct_heart_disease_weighted,pct_high_blood_pressure_weighted,pct_asthma_weighted,pct_chronic_lung_disease_weighted,pct_kidney_disease_weighted,pct_autoimmune_disorder_weighted,pct_no_above_medical_conditions_weighted,pct_multiple_medical_conditions_weighted
mean_hh_cli_ct,0.006993673,0.006610523,0.005360908,0.011780486,0.002827786,0.008694484,0.00323002,0.003394325,0.00774821,0.007931596,1,0,0.004986705,0.001841409,0.004940422,0.004735885,0.000734244,0.002735266,-0.003297085,0.000528439,-0.002389178,0.0044609,-0.00094557,0.00764779,0.003856631,-0.002373396,0.000331141,0.000419164,0.013955247,0.003506444,0.001606528,-0.003579377,-0.005315805,0.004411719,-0.006219607,-3.63E-05,-3.60E-05,-3.36E-05,0.002929001,-0.001112408,-0.000590239,-0.003391777,-0.003046188,0.00144503,-0.005038217,-0.001363118,-0.003837515,0.003831793,-0.002901782,0.00765433,0.007325186,0.005829722,0.012674255,0.002770437,0.009625444,0.004488164,0.008182707,0.011521732,0.011413121,0.994573652,0,0.005451963,0.006050541,0.010499293,0.007283117,0.001595652,0.005139968,-0.00180094,0.001419558,-0.001828218,0.006352337,-0.000177669,0.007143277,0.005294203,0.000268436,-0.000448005,0.001750746,0.012364685,0.006348592,0.001883137,-0.00221938,-0.001152765,0.0043633,-0.004512914,-3.63E-05,-3.63E-05,-3.60E-05,0.002813243,-0.000490382,-0.000811538,-0.002210644,-0.002482906,0.002258515,-0.003491326,0.001896122,-0.004127691,0.003335844,-0.001855655
mean_cmnty_cli_ct,-0.002148694,-0.00144141,-0.00161972,-0.00350577,-0.002277241,-0.002993155,-0.00546706,-0.005835482,-0.000115823,-0.001899186,0,0,-0.001912606,-0.006137551,0.000135054,-0.000730927,-0.00632417,-0.004971435,-0.004079172,-0.003877112,-0.006031496,-0.002300967,-0.003521804,-0.004482559,-0.001085735,-0.002853973,0.007042878,-0.006323794,-0.002000729,-0.000233004,0.011298134,0.003251133,-0.003155963,-0.002754893,0.00169153,0,0,0,-0.001737436,0.005585736,0.006784333,0.009164221,0.007543482,-0.008943244,0.008570745,0.005166691,-0.002280766,-0.006109263,0.00633708,-0.001936925,-0.001311565,-0.001550095,-0.003228138,-0.002325869,-0.002766445,-0.005027794,-0.005499112,-0.000772362,-0.002108932,0,0,-0.001654754,-0.005819656,-0.000815975,-0.001308302,-0.006316442,-0.00466826,-0.004383157,-0.004176654,-0.005459042,-0.002606917,-0.003185863,-0.004372916,-0.001174926,-0.00350546,0.006784455,-0.006394842,-0.001536796,-0.001982383,0.007125622,-0.000527633,-0.005399228,-0.001986286,0.002283638,0,0,0,-0.001528063,0.00497891,0.006711942,0.007659732,0.006794231,-0.008365329,0.007428699,0.004565641,-0.002043176,-0.005434009,0.005546201
pct_self_fever,0.885066818,0.898688136,0.65564901,0.662327489,0.40174918,0.701352956,0.418818297,0.379832582,0.289637326,0.290684727,0.004986705,-0.001912606,1,0.359243791,0.26083414,0.285193617,0.341302729,0.322041854,0.243905883,0.2188204,0.406170563,0.395661185,0.379601568,0.336925182,0.429195552,0.106484979,-0.31963337,0.359235176,0.21234894,-0.009182452,0.18257374,0.127283742,-0.127321227,0.143912546,0.008397635,-0.001711202,-0.00169635,-0.001468057,0.220303513,-0.169766948,-0.206890714,-0.192307421,-0.187578081,0.094727844,-0.147188958,-0.152569651,0.009392852,0.188327407,-0.180907315,0.811005449,0.822568807,0.610574608,0.608902635,0.27452344,0.648271042,0.405299914,0.372915808,0.279765228,0.278133168,0.004640289,-0.002045336,0.9194404,0.355557692,0.252915138,0.271943825,0.335617753,0.315016628,0.241161508,0.217259802,0.397552585,0.371095564,0.362046805,0.325360725,0.400369784,0.100266837,-0.315035788,0.354697792,0.243283205,0.082029171,0.219986943,0.197669923,0.165988548,0.120370865,-0.001838551,-0.001414846,-0.001414846,-0.001624964,0.206131471,-0.170928202,-0.200736702,-0.190915371,-0.186109423,0.096790051,-0.147034673,-0.149428377,-0.000463167,0.186345148,-0.180630036
pct_self_cough,0.366207935,0.367196164,0.441012364,0.333802595,0.391952783,0.321562718,0.514827085,0.906011809,0.524574238,0.400368157,0.001841409,-0.006137551,0.359243791,1,0.485653104,0.383472166,0.433259771,0.629447262,0.637298059,0.388242324,0.522770269,0.463104868,0.390656789,0.406670056,0.361818516,0.287657189,-0.678412409,0.709330651,-0.033109167,-0.330906988,-0.055960835,0.183905863,0.228694124,-0.041938929,0.35271571,-0.002296944,-0.002294599,-0.00051704,-0.001039144,-0.103600274,-0.152478749,-0.122132425,-0.119664969,0.149251157,-0.009943103,-0.09117825,0.076010675,0.104021167,-0.093036366,0.318144423,0.319547721,0.388005135,0.28603924,0.109764805,0.277936383,0.482857268,0.864969129,0.483122349,0.359951437,0.000791561,-0.006044452,0.314377771,0.958774419,0.44432577,0.344681602,0.416543079,0.608409246,0.616973618,0.366547076,0.495798435,0.408069471,0.356798951,0.3781879,0.313023892,0.259820051,-0.65122896,0.680596374,0.03638019,-0.153868547,0.042901309,0.335808512,0.560807253,-0.038928033,0.30611113,-0.002046064,-0.002046064,-0.00080534,-0.021272548,-0.104467479,-0.138137486,-0.110952142,-0.111321265,0.147151007,-0.012421389,-0.08271323,0.065647616,0.096389452,-0.088667198
pct_self_shortness_of_breath,0.287411015,0.263938402,0.348775714,0.244607671,0.202225037,0.212648981,0.22562136,0.455933413,0.815571436,0.601590234,0.004940422,0.000135054,0.26083414,0.485653104,1,0.619595153,0.242271651,0.337380252,0.370994386,0.417606789,0.231473184,0.363287496,0.230374525,0.19881397,0.297991223,0.252656367,-0.353948798,0.434852302,0.04942035,-0.107800301,-0.005259362,0.132220782,0.033057814,-0.151006037,0.237234473,-0.000757088,-0.000772274,-0.002931802,-0.000753996,0.163978956,0.139591439,0.183814862,0.164951786,0.073784386,0.287892792,0.175759301,0.18057832,-0.199545128,0.218865934,0.249778733,0.229821685,0.30614146,0.206278406,0.088364514,0.181059956,0.210140176,0.432309798,0.7580709,0.540010801,0.004178279,1.92E-05,0.227602728,0.465114764,0.932440275,0.560766782,0.241676776,0.333869681,0.367814067,0.393277783,0.221947239,0.321779605,0.20940274,0.184962808,0.257498737,0.234044744,-0.339707333,0.421108738,0.077224606,-0.018153252,0.043768277,0.198281357,0.254463044,-0.157707804,0.202428083,-0.000803363,-0.000803363,-0.003107148,-0.019266376,0.15900043,0.144885464,0.188430979,0.167489201,0.073125265,0.280326193,0.17300046,0.178010706,-0.198185905,0.216607146
pct_self_difficulty_breathing,0.314022019,0.292244604,0.352498747,0.266788265,0.242904899,0.24375785,0.27302264,0.374627993,0.587062755,0.753493094,0.004735885,-0.000730927,0.285193617,0.383472166,0.619595153,1,0.295926469,0.313350159,0.275929275,0.291940986,0.275028974,0.4168152,0.273585247,0.265891463,0.307487486,0.146816194,-0.323310023,0.38089396,0.087859737,-0.037922933,0.033538848,0.127801362,-0.040475993,0.075442498,0.019831448,0.003408673,0.00341364,-0.000475062,0.091548355,-0.022797667,-0.060768994,0.013038762,-0.033360307,0.096864268,0.076215017,0.015828056,0.009004463,0.019585,-0.000275336,0.286544802,0.267079114,0.325357066,0.241903461,0.178545792,0.223110915,0.268177214,0.368213615,0.561958449,0.693095267,0.004252733,-0.000729431,0.262040773,0.378438364,0.590948819,0.920349443,0.299078424,0.309635399,0.278705821,0.284673094,0.274761731,0.387822292,0.261825261,0.257041382,0.281953939,0.139543206,-0.319208883,0.379569375,0.116679085,0.050541897,0.083965657,0.188886503,0.193616298,0.041964075,-0.002657323,0.003306951,0.003306951,-0.000503026,0.077350251,-0.030933957,-0.05766747,0.010536191,-0.03819062,0.099481438,0.069124607,0.009593344,0.004246167,0.023528371,-0.006210247
pct_self_tiredness_or_exhaustion,0.297893106,0.315687909,0.39469096,0.291652081,0.482891654,0.346849954,0.684480485,0.49739492,0.280158844,0.299182087,0.000734244,-0.00632417,0.341302729,0.433259771,0.242271651,0.295926469,1,0.624371298,0.450092597,0.36168731,0.689714708,0.478523362,0.708686607,0.653960831,0.342954958,0.184202474,-0.788442414,0.800770638,0.029635045,-0.103054936,0.101987831,0.066266728,0.031015178,0.218040339,-0.08653361,-0.004152925,-0.004164813,-0.00146776,0.144172066,-0.557814281,-0.504452772,-0.551618834,-0.640187638,0.506895751,-0.445511667,-0.433223188,0.045939406,0.554590281,-0.54279552,0.280425965,0.295762663,0.3800405,0.276085465,0.410598571,0.323946842,0.664010739,0.504230455,0.289518516,0.304738716,0.000949758,-0.006215342,0.321648118,0.442405277,0.242594617,0.294387437,0.967759026,0.605425336,0.441106106,0.361130675,0.666674058,0.457166053,0.67808708,0.626939337,0.328718174,0.165521776,-0.768903034,0.785327482,0.136295488,0.138098963,0.221689248,0.275586346,0.541071213,0.209896746,-0.09155262,-0.003925001,-0.003925001,-0.001280543,0.137278529,-0.55186018,-0.49194151,-0.541052966,-0.626061284,0.49958372,-0.438482615,-0.419380067,0.016397782,0.542216523,-0.534436641
pct_self_nasal_congestion,0.299476233,0.30973033,0.399736859,0.283044906,0.403218178,0.304832543,0.592930719,0.653197266,0.372990623,0.324500077,0.002735266,-0.004971435,0.322041854,0.629447262,0.337380252,0.313350159,0.624371298,1,0.689873587,0.361732777,0.602724505,0.442692742,0.525073618,0.509679417,0.343005646,0.291033642,-0.805037782,0.823727445,-0.054216148,-0.285510269,-0.032032842,0.096883604,0.220401154,0.067872286,0.183410634,-0.003995866,-0.003991074,-0.003298809,0.038742884,-0.32305431,-0.334460826,-0.341667077,-0.371591731,0.336405698,-0.22464491,-0.266173097,0.091783198,0.31640647,-0.310738939,0.269552163,0.27827862,0.367614692,0.255641754,0.237052137,0.27653715,0.566130938,0.636620984,0.356983119,0.308183962,0.002217758,-0.005085393,0.292488536,0.614089595,0.317677602,0.294370244,0.601390178,0.959087067,0.664205076,0.349643802,0.575404323,0.406159838,0.493687516,0.480966472,0.313406509,0.262785737,-0.770595024,0.792538896,0.047116026,-0.052300571,0.091861243,0.29474985,0.62325964,0.06717384,0.148308901,-0.003635462,-0.003635462,-0.003578732,0.026708558,-0.318691799,-0.319217447,-0.329414956,-0.357224529,0.329305915,-0.220413352,-0.25416064,0.071260819,0.30491084,-0.302790325
pct_self_runny_nose,0.230671792,0.233857112,0.308371266,0.203740442,0.236202866,0.211480679,0.442182784,0.636750898,0.386631398,0.28166787,-0.003297085,-0.004079172,0.243905883,0.637298059,0.370994386,0.275929275,0.450092597,0.689873587,1,0.362005748,0.46399214,0.361005753,0.35493423,0.367814965,0.253718286,0.351024318,-0.732018342,0.743600995,-0.16504099,-0.415336551,-0.157798144,0.124293421,0.372134346,-0.157688343,0.432806283,-0.005514449,-0.005496792,-0.00400174,-0.128007418,-0.146318313,-0.12122103,-0.124627752,-0.182640973,0.253546172,-0.031639378,-0.097275688,0.111404387,0.118412654,-0.11275828,0.195433202,0.198135339,0.267384261,0.172653482,0.026143167,0.180195008,0.413743926,0.607978228,0.353892308,0.253128279,-0.003639431,-0.004291911,0.207040099,0.610107725,0.338420622,0.248370566,0.430276875,0.665673173,0.963535275,0.340446997,0.43709575,0.317183612,0.322280512,0.340433828,0.216772386,0.320567775,-0.700402648,0.710243591,-0.08313173,-0.225613223,-0.050459048,0.295056413,0.644790838,-0.138602281,0.371458175,-0.005152502,-0.005152502,-0.004232863,-0.13932725,-0.142525101,-0.104207772,-0.111263261,-0.168277342,0.244635274,-0.031635579,-0.088581689,0.099276249,0.107953542,-0.10522797
pct_self_muscle_joint_aches,0.210334893,0.209804633,0.28149498,0.170959447,0.149803868,0.163423117,0.20990089,0.371600903,0.441004792,0.30207625,0.000528439,-0.003877112,0.2188204,0.388242324,0.417606789,0.291940986,0.36168731,0.361732777,0.362005748,1,0.220180082,0.244751899,0.273655004,0.240957425,0.243188949,0.269481312,-0.441417054,0.52709462,-0.016907399,-0.130597763,-0.022606218,0.042931862,0.101333647,-0.164221626,0.192150038,-0.006260628,-0.00626343,-0.007958424,-0.050051601,0.136351903,0.149524929,0.114502267,0.137115311,0.132797601,0.22726913,0.145102587,0.328173939,-0.199341447,0.205849485,0.176057436,0.175458432,0.241408485,0.136894279,0.108721172,0.132590323,0.188612184,0.348972079,0.405071175,0.261146686,0.000576759,-0.003744552,0.183819058,0.370931307,0.385538112,0.259607283,0.349909753,0.353902625,0.353360558,0.936531255,0.204327176,0.209222175,0.245065307,0.220105021,0.205895645,0.252867251,-0.412711648,0.501831287,0.033281993,0.000138401,0.047142306,0.144099689,0.337100344,-0.160578981,0.169879278,-0.006171664,-0.006171664,-0.008067614,-0.062461023,0.138892325,0.156189169,0.126807319,0.149716773,0.126358797,0.226037799,0.147092375,0.321175392,-0.203518638,0.209817698
pct_self_sore_throat,0.374906093,0.409874678,0.457627665,0.361353534,0.536694872,0.399920775,0.91248939,0.575495952,0.272080406,0.279647483,-0.002389178,-0.006031496,0.406170563,0.522770269,0.231473184,0.275028974,0.689714708,0.602724505,0.46399214,0.220180082,1,0.494533121,0.610900128,0.574898987,0.392235025,0.175756399,-0.696765448,0.697726132,0.071679591,-0.10977944,0.144293672,0.12408775,-0.002705553,0.182474257,0.01335635,-0.003348717,-0.003352955,0.000549438,0.17286008,-0.49864627,-0.467021957,-0.506573845,-0.565012453,0.398562832,-0.408811922,-0.406623935,0.016583465,0.507862971,-0.496447858,0.350064446,0.380567313,0.434147994,0.337397489,0.352703997,0.371962864,0.871472634,0.569582387,0.272974172,0.280289596,-0.002268837,-0.006079105,0.380669559,0.520135954,0.226908601,0.26862062,0.665448004,0.580690404,0.450732793,0.225427502,0.956803711,0.463186471,0.58392108,0.547909676,0.369950834,0.156341562,-0.680123394,0.681349453,0.164696707,0.095293678,0.245174447,0.299456196,0.461516104,0.173230935,-0.002243365,-0.003031455,-0.003031455,0.000701867,0.16412606,-0.492346551,-0.45360405,-0.496797395,-0.552237,0.393881174,-0.402490442,-0.391213528,-0.008391655,0.494466266,-0.488199219
pct_self_persistent_pain_pressure_in_chest,0.39224286,0.390661889,0.43589969,0.360406727,0.413414294,0.36674058,0.501755909,0.491379208,0.37488196,0.404805934,0.0044609,-0.002300967,0.395661185,0.463104868,0.363287496,0.4168152,0.478523362,0.442692742,0.361005753,0.244751899,0.494533121,1,0.451417815,0.445269621,0.376740132,0.12902911,-0.491099341,0.513661327,0.098418065,-0.13131188,0.079765638,0.17950618,0.005031574,0.186440355,0.050295334,-0.001984992,-0.001987392,0.00308153,0.173331656,-0.30051395,-0.344369514,-0.306035979,-0.341196089,0.191741985,-0.260942873,-0.264951308,-0.06534052,0.335702158,-0.327336501,0.364904753,0.36314096,0.410107836,0.333091518,0.265397468,0.340499044,0.487503813,0.485754209,0.364635519,0.388713732,0.004051186,-0.002419778,0.370553939,0.458329564,0.345767883,0.394566166,0.46699553,0.430810524,0.353446271,0.244708809,0.482243899,0.928569703,0.432487184,0.425408697,0.351358641,0.112871014,-0.4826049,0.505418593,0.159051927,0.012572851,0.155143878,0.297233088,0.352399951,0.181094107,0.043625613,-0.001672574,-0.001672574,0.00319029,0.158222435,-0.301512785,-0.335507804,-0.303569285,-0.338519211,0.193212185,-0.259540612,-0.258563222,-0.077959216,0.330312364,-0.325029076
pct_self_nausea_vomiting,0.343955315,0.356757982,0.428620656,0.323324709,0.474180183,0.363919722,0.611732664,0.446095858,0.269510155,0.282569416,-0.00094557,-0.003521804,0.379601568,0.390656789,0.230374525,0.273585247,0.708686607,0.525073618,0.35493423,0.273655004,0.610900128,0.451417815,1,0.607847296,0.375653835,0.171238734,-0.609367868,0.64153995,0.103237719,-0.034932732,0.13753063,0.053726239,-0.045650094,0.166710591,-0.061164713,-0.000861599,-0.000863024,-0.003305354,0.193264244,-0.444593416,-0.409051102,-0.460640216,-0.512568517,0.420760122,-0.354030022,-0.350251683,0.093419473,0.440553981,-0.429638773,0.32364269,0.334923062,0.408878757,0.305776259,0.392085899,0.342895806,0.597821258,0.450914076,0.277943216,0.287259378,-0.000726114,-0.003441737,0.35912507,0.397922334,0.232859665,0.273808988,0.690475231,0.5113254,0.350017102,0.278792638,0.595441952,0.432026576,0.952246093,0.586445186,0.355665745,0.153538185,-0.597907992,0.63335275,0.185972722,0.154995812,0.23371868,0.223080394,0.398174227,0.164594002,-0.060665555,-0.000510083,-0.000510083,-0.003092705,0.184026549,-0.439800207,-0.39958824,-0.451464509,-0.500599189,0.415451091,-0.349222318,-0.338107626,0.063465616,0.43089896,-0.424148879
pct_self_diarrhea,0.310739998,0.321859934,0.375532968,0.29822609,0.435210454,0.335582351,0.578448321,0.455705037,0.233601961,0.2706601,0.00764779,-0.004482559,0.336925182,0.406670056,0.19881397,0.265891463,0.653960831,0.509679417,0.367814965,0.240957425,0.574898987,0.445269621,0.607847296,1,0.326488137,0.099593303,-0.633531508,0.63476835,0.038361859,-0.106258593,0.098636784,0.106022782,0.018907703,0.278284995,-0.103763081,-0.002512863,-0.002520541,0.001344669,0.164207414,-0.468377929,-0.478291921,-0.477166324,-0.528399435,0.341065177,-0.408972786,-0.391070814,-0.049105485,0.494161297,-0.488040505,0.295416215,0.304904898,0.363141389,0.283632105,0.348372045,0.315818081,0.564815813,0.461521185,0.24330015,0.276726373,0.007331065,-0.004550624,0.320997023,0.413284245,0.200110467,0.265549585,0.637614612,0.496763231,0.364556856,0.247736025,0.561504835,0.426864129,0.583409071,0.947191407,0.314191077,0.088439712,-0.622717566,0.62596885,0.123575321,0.093534147,0.199979649,0.270462252,0.446660466,0.269650505,-0.097151627,-0.001979915,-0.001979915,0.00142936,0.156191728,-0.467260744,-0.466949189,-0.471023606,-0.521906349,0.340094076,-0.40236016,-0.379090756,-0.070472664,0.485990407,-0.483013368
pct_self_anosmia_ageusia,0.427828796,0.430196277,0.913570937,0.405625477,0.46681815,0.398066129,0.407542357,0.389810081,0.336756851,0.327839624,0.003856631,-0.001085735,0.429195552,0.361818516,0.297991223,0.307487486,0.342954958,0.343005646,0.253718286,0.243188949,0.392235025,0.376740132,0.375653835,0.326488137,1,0.122190437,-0.333595017,0.380875625,0.336321204,0.015847098,0.170598572,0.126023499,-0.173055158,0.105361019,0.021856968,-0.003268861,-0.003258832,3.57E-06,0.297246849,-0.137006579,-0.163906949,-0.153460914,-0.153756194,0.084370196,-0.106633783,-0.113519746,0.029100792,0.154057003,-0.139281935,0.399796864,0.402886822,0.856480004,0.380133464,0.354503625,0.37656555,0.400023721,0.386992032,0.328475118,0.313550512,0.00365679,-0.001155928,0.405441779,0.360411789,0.287718616,0.294446756,0.33990361,0.338361187,0.254215058,0.241750269,0.388561361,0.354066488,0.361803175,0.315858423,0.925284783,0.113522009,-0.331097404,0.380616036,0.373606776,0.118073293,0.222950427,0.199125592,0.157346716,0.085467587,0.013213049,-0.00304158,-0.00304158,6.38E-05,0.279646809,-0.139953037,-0.159291246,-0.15190932,-0.154168587,0.087081547,-0.109422664,-0.111128868,0.019384518,0.152531181,-0.140711039
pct_self_other,0.097659218,0.097367724,0.146181238,0.068343079,0.029897768,0.071652394,0.153327808,0.268339107,0.255650881,0.144856301,-0.002373396,-0.002853973,0.106484979,0.287657189,0.252656367,0.146816194,0.184202474,0.291033642,0.351024318,0.269481312,0.175756399,0.12902911,0.171238734,0.099593303,0.122190437,1,-0.336498151,0.369261911,-0.071406375,-0.188198752,-0.070051092,0.037549901,0.173881782,-0.300907817,0.356901961,-0.002196397,-0.002218669,-0.004223814,-0.120559522,0.031834464,0.118799036,0.002109399,0.03521609,0.224720346,0.147246748,0.07347561,0.320736868,-0.119888927,0.114176505,0.073444317,0.073731607,0.115599455,0.048853526,-0.052574706,0.053296965,0.134467651,0.245571778,0.224335778,0.116783557,-0.002396584,-0.002872095,0.080560524,0.26789357,0.223653614,0.12174887,0.1687806,0.278013315,0.332465873,0.247318483,0.158878002,0.101864247,0.145193166,0.085415237,0.094329731,0.936038868,-0.310521363,0.34192014,-0.035621687,-0.101789962,-0.021683591,0.115097362,0.295064373,-0.265956056,0.316670367,-0.002082391,-0.002082391,-0.004349983,-0.126622127,0.042819483,0.125247338,0.018356799,0.054093885,0.209815037,0.147750018,0.083179687,0.311085451,-0.128886017,0.122876444
pct_self_none_of_above,-0.279688775,-0.294360232,-0.390214742,-0.271927426,-0.418137532,-0.312311186,-0.678141773,-0.709521229,-0.384935158,-0.33208836,0.000331141,0.007042878,-0.31963337,-0.678412409,-0.353948798,-0.323310023,-0.788442414,-0.805037782,-0.732018342,-0.441417054,-0.696765448,-0.491099341,-0.609367868,-0.633531508,-0.333595017,-0.336498151,1,-0.907114771,0.10062647,0.335314481,0.040779544,-0.101711487,-0.272186361,-0.027344044,-0.220293969,0.006322752,0.00631486,0.003593414,-0.003731035,0.428382534,0.385750057,0.401098956,0.489113506,-0.433752693,0.289180487,0.321965477,-0.051199334,-0.412335431,0.400711806,-0.251747513,-0.264168702,-0.362044741,-0.246629957,-0.224320876,-0.282938635,-0.650212926,-0.697843035,-0.37342111,-0.321376746,0.000493892,0.007103502,-0.289633282,-0.666778644,-0.33544595,-0.307749262,-0.759835711,-0.776639989,-0.709540729,-0.428492504,-0.665845039,-0.454921785,-0.575005802,-0.600109245,-0.307646823,-0.305145788,0.968287719,-0.881175908,-0.028001118,0.047329794,-0.113014461,-0.356262563,-0.778179258,-0.038015858,-0.177370987,0.005829878,0.005829878,0.003612235,0.005720183,0.423035153,0.367924947,0.387173802,0.474037684,-0.425812756,0.285227895,0.307738519,-0.02780717,-0.398445388,0.391312489
pct_self_multiple_symptoms,0.319798329,0.33290294,0.443752011,0.305520832,0.448564237,0.340105404,0.678656523,0.729439817,0.465314897,0.389180763,0.000419164,-0.006323794,0.359235176,0.709330651,0.434852302,0.38089396,0.800770638,0.823727445,0.743600995,0.52709462,0.697726132,0.513661327,0.64153995,0.63476835,0.380875625,0.369261911,-0.907114771,1,-0.053913281,-0.288775148,-0.007919227,0.117911125,0.210210349,0.020810423,0.209060898,-0.00569144,-0.005695322,-0.002122588,0.027156712,-0.356589885,-0.328291221,-0.356159524,-0.41574987,0.424416733,-0.217083579,-0.267818851,0.137624371,0.333302312,-0.321239026,0.285897669,0.297033705,0.407711518,0.273696317,0.269636558,0.305458857,0.647589885,0.712381673,0.446274942,0.369038786,0.000158752,-0.006353758,0.323839234,0.69458496,0.410519065,0.3583881,0.773940669,0.796171188,0.721108024,0.50941267,0.666734335,0.471866867,0.602646865,0.599517623,0.347318462,0.33631156,-0.87353598,0.967175902,0.060157285,-0.026266839,0.130439399,0.343673616,0.69815493,0.027993914,0.172584398,-0.00521983,-0.00521983,-0.002232433,0.013965837,-0.35137304,-0.311109982,-0.340899834,-0.399063943,0.41563473,-0.213342944,-0.254140715,0.112938344,0.320465789,-0.312025396
pct_tested_and_positive,0.21952804,0.213644964,0.316416039,0.259043858,0.409125424,0.245002442,0.110435709,-0.000827953,0.086449618,0.119713734,0.013955247,-0.002000729,0.21234894,-0.033109167,0.04942035,0.087859737,0.029635045,-0.054216148,-0.16504099,-0.016907399,0.071679591,0.098418065,0.103237719,0.038361859,0.336321204,-0.071406375,0.10062647,-0.053913281,1,0.317028408,0.188863946,-0.043344293,-0.518580926,0.146056458,-0.187712578,0.001152934,0.001164865,0.006429262,0.474549726,0.004427369,-0.04309577,-0.023031704,0.005837857,-0.084436955,-0.051976535,-0.01133256,-0.023582486,0.028077826,-0.019756408,0.211342421,0.205017653,0.302692113,0.248473914,0.414715695,0.238216727,0.116044199,0.007934953,0.090760658,0.117682484,0.01377811,-0.001923991,0.20825043,-0.023116431,0.05332577,0.086043189,0.037918927,-0.048636795,-0.152869871,-0.005829933,0.079248984,0.100469624,0.106904691,0.045545027,0.314972636,-0.059984413,0.088635509,-0.041585241,0.90822276,0.305484655,0.178797611,-0.057828922,-0.292968478,0.133176694,-0.178230919,0.00133048,0.00133048,0.006797202,0.453859232,-0.002514098,-0.050223128,-0.031925031,-0.00428227,-0.076587912,-0.058441382,-0.017194632,-0.02503723,0.03473048,-0.027326558
pct_tested_and_negative,-0.0051862,-0.001964982,-0.007227816,0.016470879,0.1601952,0.009492137,-0.08656519,-0.313758967,-0.091375824,-0.022432471,0.003506444,-0.000233004,-0.009182452,-0.330906988,-0.107800301,-0.037922933,-0.103054936,-0.285510269,-0.415336551,-0.130597763,-0.10977944,-0.13131188,-0.034932732,-0.106258593,0.015847098,-0.188198752,0.335314481,-0.288775148,0.317028408,1,0.231389113,-0.196048014,-0.877777058,0.169166274,-0.437216684,-0.004405497,-0.004408154,0.009062809,0.313826152,0.08667575,0.094513561,0.080312364,0.088698371,-0.060491129,0.039870822,0.095563052,0.028576352,-0.080867609,0.090370159,0.009218935,0.0122902,0.006115554,0.026481858,0.272161141,0.020023622,-0.071111932,-0.294607467,-0.075590195,-0.012715333,0.003875981,0.000239757,0.006690819,-0.31021994,-0.091559992,-0.027199003,-0.087831149,-0.268359179,-0.393253823,-0.116772741,-0.094040404,-0.106230891,-0.019330105,-0.083208104,0.024440115,-0.166635749,0.311253131,-0.265687817,0.271611577,0.885389237,0.181797545,-0.253871575,-0.611015307,0.147135069,-0.421116633,-0.004470757,-0.004470757,0.009394897,0.306726132,0.07594614,0.076294575,0.064146304,0.072132685,-0.051748953,0.032901698,0.080555898,0.029669346,-0.066926279,0.07614361
